name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2022-06-15T15:00:00,25,25,16.1,57.53,0,0,,0,0,25.9,9.3,150,1020.8,0.8,16,800,2.9,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T16:00:00,25,25,15.6,56.21,0,0,,0,0,60.8,14.8,170,1020,0.8,16,657,2.4,7,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T17:00:00,23.8,23.8,15.6,60.09,0,0,,0,0,31.8,22.4,160,1019.8,0.8,16,478,1.7,5,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T18:00:00,22.8,22.8,15.6,63.73,0,0,,0,0,33.5,18.2,150,1019.9,0.8,16,281,1,3,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T19:00:00,21.7,21.7,15.6,68.32,0,0,,0,0,64.8,16.6,160,1020.8,0.4,16,100,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T20:00:00,21.2,21.2,15.6,70.57,0,0,,0,0,23,14.8,170,1021.4,0.8,16,14,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T21:00:00,20.6,20.6,15.6,72.95,0,0,,0,0,22,12.8,160,1021.7,0.8,16,8,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T22:00:00,20,20,15.6,75.91,0,0,,0,0,18.4,10.8,146,1022.2,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-15T23:00:00,19.4,19.4,15.6,78.72,0,0,,0,0,22.3,10.8,166,1022.1,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-16T00:00:00,20,20,15,72.85,0,0,,0,0,19.4,11.1,150,1022.3,1.5,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-16T01:00:00,20,20,14.9,72.8,0,0,,0,0,17.6,5.6,195,1022,79.9,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-16T02:00:00,19.4,19.4,14.9,75.37,0,0,,0,0,18.7,5.2,233,1022.3,99.6,16,0,,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-16T03:00:00,20,20,14.9,72.56,0,0,,0,0,18,7.3,166,1021.7,88.1,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-16T04:00:00,19.4,19.4,14.9,75.57,0,0,,0,0,13.3,0.5,7,1022,89.1,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-16T05:00:00,20,20,15,72.85,0,0,,0,0,15.8,7.5,141,1021.4,99.6,16,0,,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-16T06:00:00,20,20,14.9,72.74,0,0,,0,0,17.6,9.3,170,1021.9,100,16,5,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T07:00:00,19.9,19.9,16.1,78.62,0.054,100,rain,0,0,12.2,0.4,358,1024.9,100,10.7,5,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2022-06-16T08:00:00,18.3,18.3,15.6,84.59,2.618,100,rain,0,0,9,9.1,214,1023.6,100,10.7,25,0.1,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T09:00:00,17.2,17.2,15,87.16,1.05,100,rain,0,0,13.7,12.4,214,1023.2,93.1,16,84,0.3,1,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T10:00:00,17.8,17.8,15.7,87.15,0,0,,0,0,22.3,0.4,354,1021.9,27.2,16,216,0.8,2,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T11:00:00,19.3,19.3,16.6,84.53,0,0,,0,0,33.1,14.7,210,1021.6,88.1,16,373,1.3,4,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T12:00:00,20.6,20.6,17.1,80.6,0,0,,0,0,28.1,10.7,214,1021.5,100,16,714,2.6,7,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T13:00:00,21.1,21.1,16.7,75.84,0,0,,0,0,24.5,12.7,219,1021.1,100,16,390,1.4,4,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T14:00:00,21.6,21.6,16.7,73.42,0,0,,0,0,31.7,12.6,137,1020,100,16,494,1.8,5,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T15:00:00,22.1,22.1,16.7,71.3,0.23,100,rain,0,0,24.1,14.6,151,1019.4,99.6,14.1,1030,3.7,10,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T16:00:00,21.9,21.9,16.9,73.56,0,0,,0,0,27.7,21.3,168,1018.5,99.9,16,338,1.2,3,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T17:00:00,21.1,21.1,16.7,75.75,0,0,,0,0,26.3,14.8,180,1017.6,100,16,178,0.6,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T18:00:00,20.6,20.6,16.7,78.11,0,0,,0,0,33.6,15.1,179,1016.6,100,16,54,0.2,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T19:00:00,20.3,20.3,16.6,79.1,0,0,,0,0,46,18,148,1016,100,16,30,0.1,0,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T20:00:00,20.3,20.3,16.4,78.43,0,0,,0,0,46.4,14.8,180,1016,100,16,20,0.1,0,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-16T21:00:00,20.6,20.6,17.8,83.85,0,0,,0,0,35.3,17.9,190,1015.9,100,16,2,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,72503014732"
"New York City,USA",2022-06-16T22:00:00,20.3,20.3,16.9,80.96,0,0,,0,0,40.7,12.5,180,1014.1,100,16,0,,0,10,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-16T23:00:00,20.3,20.3,16.9,80.96,0,0,,0,0,27.7,9,220,1014.1,100,16,0,,0,10,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-17T00:00:00,20.6,20.6,17.1,79.99,0,0,,0,0,20.5,3.5,69,1013.5,97,16,0,,0,10,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-17T01:00:00,20.8,20.8,16.9,78.59,0,0,,0,0,33.1,4.4,295,1012.8,97,16,0,,0,10,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-17T02:00:00,20.8,20.8,17.1,79.33,0,0,,0,0,28.4,4.4,295,1011.9,100,16,0,,0,10,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-17T03:00:00,20.8,20.8,17.1,79.33,0,0,,0,0,26.3,3.5,295,1011,97,16,0,,0,10,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-17T04:00:00,21.2,21.2,17.5,79.91,0,0,,0,0,25.2,9,210,1010.3,100,16,0,,0,10,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-17T05:00:00,21.3,21.3,17.7,79.85,0,0,,0,0,16.9,9.5,210,1009.6,100,16,0,,0,5,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-17T06:00:00,21.3,21.3,18.2,82.59,0,0,,0,0,19.8,8.4,210,1009.1,100,14.5,21,0.1,0,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T07:00:00,21.8,21.8,18.7,82.44,0,0,,0,0,19.4,14.8,210,1008.5,100,13.8,88,0.3,1,5,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T08:00:00,22.4,22.4,19.2,82.31,0,0,,0,0,25.6,10.8,227,1008.5,100,13.8,149,0.5,1,5,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T09:00:00,23,23,19.8,82.38,0,0,,0,0,23.8,9.5,230,1008,100,11,306,1.1,3,5,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T10:00:00,24.3,24.3,20.5,79.1,0,0,,0,0,27.7,16.1,244,1007.2,82.9,12.3,737,2.7,7,30,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T11:00:00,26.2,26.2,20.8,72.22,0,0,,0,0,32,10.8,240,1006.2,7.2,13.8,888,3.2,9,60,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T12:00:00,28.6,30.6,20.5,61.43,0,0,,0,0,34.2,13.7,250,1005.4,27.1,14.5,1020,3.7,10,75,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T13:00:00,30.3,31.3,18.4,49.03,0,0,,0,0,37.8,20,248,1004.5,13.4,16,986,3.5,10,30,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T14:00:00,32.1,31.9,15.6,37.01,0,0,,0,0,39.6,11.5,260,1004.1,2.1,16,942,3.4,9,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T15:00:00,31.6,30.8,13.8,33.87,0,0,,0,0,47.3,18.1,305,1002.8,33.2,16,911,3.3,9,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T16:00:00,32.1,31.2,13.3,31.84,0.23,100,rain,0,0,40.7,10.1,270,1002.7,28.1,16,722,2.6,7,10,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T17:00:00,32.1,31.4,14.4,34.32,0,0,,0,0,36.7,9.7,310,1002.4,28.1,16,575,2.1,6,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T18:00:00,31.1,31.1,16,40.16,0,0,,0,0,39.4,1.2,350,1002.7,26.8,16,306,1.1,3,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T19:00:00,30.6,30,14.2,36.97,0,0,,0,0,41.5,12,293,1003,26.5,16,105,0.4,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T20:00:00,28.8,28.4,13.7,39.53,0,0,,0,0,35.3,1,353,1003.4,0.4,16,12,0,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T21:00:00,27.9,27.6,13.2,40.41,0,0,,0,0,35.3,0.4,359,1003.7,27.7,16,9,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-17T22:00:00,26.7,26.8,13.2,43.36,0,0,,0,0,33.5,0.2,359,1004.1,0.4,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-17T23:00:00,26.1,26.1,12.7,43.54,0,0,,0,0,17.6,0.5,352,1003.7,0.4,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-18T00:00:00,25,25,10.7,40.52,0,0,,0,0,25.2,12.3,310,1003.1,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-18T01:00:00,24,24,10,41.18,0,0,,0,0,35.3,10.4,285,1002.9,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-18T02:00:00,23.6,23.6,9.7,41.25,0,0,,0,0,46.1,18,275,1002.6,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-18T03:00:00,23.3,23.3,9.7,42.17,0,0,,0,0,46.4,13.8,283,1002.4,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-18T04:00:00,23,23,9.8,43.25,0,0,,0,0,39.6,16.4,285,1002.3,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-18T05:00:00,21.3,21.3,10.7,50.65,0,0,,0,0,38,26.1,308,1002.9,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-18T06:00:00,20.2,20.2,8.9,48.13,0,0,,0,0,37.3,16.9,285,1003.6,7.2,16,39,0.1,0,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T07:00:00,19.2,19.2,9.4,53.01,0,0,,0,0,45.6,16.9,303,1004.1,7.2,16,28,0.1,0,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T08:00:00,19.5,19.5,10,54.09,0,0,,0,0,34.1,16.1,310,1004.7,7.2,16,381,1.4,4,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T09:00:00,19.2,19.2,10,55.34,0,0,,0,0,40.2,20.2,308,1005,88.8,16,629,2.3,6,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T10:00:00,19,19,7.4,46.88,0,0,,0,0,43.8,21.6,305,1005.3,43.6,16,795,2.9,8,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T11:00:00,18.9,18.9,7.7,48.26,0,0,,0,0,45.2,26.7,295,1005.8,43.6,16,403,1.5,4,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T12:00:00,18.6,18.6,7.2,47.41,0,0,,0,0,45.6,21.6,305,1006.1,43.6,16,640,2.3,6,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T13:00:00,19.2,19.2,7.9,47.71,0,0,,0,0,41.8,20,320,1006.4,88.8,16,1107,4,10,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T14:00:00,20.5,20.5,8.2,45.25,0,0,,0,0,39.8,19.5,305,1006.2,60.4,16,394,1.4,4,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T15:00:00,19,19,8,48.85,0,0,,0,0,50.2,37.1,330,1007.2,97,16,236,0.8,2,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T16:00:00,18.5,18.5,8.3,51.67,0,0,,0,0,45.9,23.8,293,1007.5,97,16,251,0.9,3,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T17:00:00,18.1,18.1,8,51.57,0,0,,0,0,41.2,22.8,305,1008.5,97,16,155,0.6,2,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T18:00:00,16.8,16.8,6.8,51.7,0,0,,0,0,45.4,25.4,308,1009.2,97,16,72,0.3,1,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T19:00:00,16.8,16.8,6.7,51.23,0,0,,0,0,63.5,17.7,340,1010,97,16,62,0.2,1,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T20:00:00,16.7,16.7,6.7,51.67,0,0,,0,0,36.2,19.3,330,1010.3,97,16,14,0.1,0,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T21:00:00,16.7,16.7,6.2,49.72,0,0,,0,0,38.9,14.3,330,1010.7,88.8,16,7,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-18T22:00:00,16.3,16.3,6.2,51.03,0,0,,0,0,41.5,14.1,340,1011.5,13.4,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-18T23:00:00,15.8,15.8,6.2,52.74,0,0,,0,0,22,10.4,350,1011.8,88.8,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-19T00:00:00,15.6,15.6,6.6,54.71,0,0,,0,0,26.6,8.5,299,1011.9,78.4,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-19T01:00:00,15.2,15.2,6.6,56.43,0,0,,0,0,9.7,8.5,340,1012.1,13.4,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-19T02:00:00,15.2,15.2,6.7,57.01,0,0,,0,0,25.6,4.4,337,1012.1,50,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-19T03:00:00,14.5,14.5,5.3,53.93,0,0,,0,0,35.6,17.4,305,1012.3,0,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-19T04:00:00,14,14,3.8,50.24,0,0,,0,0,33.5,11.5,320,1012.5,13.4,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-19T05:00:00,13.5,13.5,3,49.03,0,0,,0,0,32.4,18.4,320,1013.1,13.4,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-19T06:00:00,13,13,2.9,50.18,0,0,,0,0,29.9,12.5,320,1013.4,13.4,16,32,0.1,0,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T07:00:00,12.5,12.5,3.5,54.12,0,0,,0,0,34.5,18.7,303,1013.6,13.4,16,36,0.1,0,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T08:00:00,13.5,13.5,3.9,52.12,0,0,,0,0,33.8,10.4,320,1014.2,13.4,16,441,1.6,4,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T09:00:00,14.5,14.5,4.4,50.47,0,0,,0,0,40.7,15.1,320,1014.5,13.4,16,608,2.2,6,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T10:00:00,15.3,15.3,4.4,48,0,0,,0,0,41.4,18.4,320,1014.1,13.4,16,805,2.9,8,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T11:00:00,16.8,16.8,4.1,42.7,0,0,,0,0,38.7,19.9,303,1014.2,39.1,16,967,3.5,10,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T12:00:00,18.5,18.5,3.1,35.97,0,0,,0,0,37.3,22.4,298,1013.8,13.4,16,1028,3.7,10,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T13:00:00,20,20,2.7,31.88,0,0,,0,0,39.3,22.4,322,1013.4,13.4,16,1016,3.7,10,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T14:00:00,21.2,21.2,1.9,27.98,0,0,,0,0,40.4,19.3,310,1013,13.4,16,984,3.5,10,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T15:00:00,21.7,21.7,1.8,26.91,0,0,,0,0,42,22.4,313,1012.7,13.4,16,886,3.2,9,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T16:00:00,21.8,21.8,1.6,26.16,0,0,,0,0,48,18.6,340,1012.9,13.4,16,710,2.6,7,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T17:00:00,22.4,22.4,1.4,25.07,0,0,,0,0,52.3,29.5,340,1013.1,13.4,16,529,1.9,5,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T18:00:00,22.9,22.9,2,25.42,0,0,,0,0,36.9,19.8,21,1013.2,13.4,16,332,1.2,3,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T19:00:00,22.2,22.2,1.3,25.11,0,0,,0,0,33.5,17.7,9,1014,13.4,16,116,0.4,1,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T20:00:00,20.9,20.9,1.7,27.95,0,0,,0,0,37.1,10.9,350,1014.8,7.2,16,14,0.1,0,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T21:00:00,20.2,20.2,2.5,31.04,0,0,,0,0,40.7,13.8,352,1015.8,7.2,16,7,0,0,10,Clear,clear-night,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-19T22:00:00,19,19,3,34.54,0,0,,0,0,42.5,24.1,330,1016.9,50,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-19T23:00:00,18,18,3.6,38.45,0,0,,0,0,35.6,5.5,349,1017.5,50,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-20T00:00:00,17.4,17.4,4.2,41.48,0,0,,0,0,38.5,22.3,320,1018.2,33.2,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-20T01:00:00,17.4,17.4,4.5,42.56,0,0,,0,0,36.4,9.9,320,1018.4,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-20T02:00:00,16.1,16.1,5,47.8,0,0,,0,0,28.1,5.5,337,1018.6,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-20T03:00:00,15.9,15.9,5.2,48.8,0,0,,0,0,24.1,10.4,271,1018.8,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-20T04:00:00,15.5,15.5,5.2,50.33,0,0,,0,0,20.5,12.3,285,1018.7,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-20T05:00:00,15.5,15.5,5.3,50.8,0,0,,0,0,20.5,12.1,295,1019,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-20T06:00:00,15,15,5.7,53.64,0,0,,0,0,18.7,12.6,300,1019.6,13.4,16,44,0.2,0,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-20T07:00:00,15.5,15.5,6,53.38,0,0,,0,0,23,11,293,1020.1,23.8,16,46,0.2,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-20T08:00:00,16.1,16.1,6.9,54.63,0,0,,0,0,19.8,13.1,295,1020.4,23.8,16,374,1.3,4,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-20T09:00:00,18.1,18.1,6.7,47.27,0,0,,0,0,14.4,12.1,310,1020.5,23.8,16,578,2.1,6,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-20T10:00:00,19.5,19.5,6.6,42.86,0,0,,0,0,15.5,10.4,310,1020.2,23.8,16,355,1.3,4,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-20T11:00:00,20,20,7.3,43.71,0,0,,0,0,17.6,3.5,341,1020.4,23.8,16,937,3.4,9,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-20T12:00:00,22.4,22.4,5.3,32.96,0,0,,0,0,19.8,10,310,1020.2,13.4,16,1000,3.6,10,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-20T13:00:00,23.4,23.4,3,26.42,0,0,,0,0,26.6,11.2,320,1019.6,7.2,16,1005,3.6,10,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-20T14:00:00,24.4,24.4,3.6,25.95,0,0,,0,0,23.8,9.5,300,1019.2,7.2,16,960,3.5,10,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-20T15:00:00,24.5,24.5,3.1,24.86,0,0,,0,0,21.6,10.4,330,1019.2,13.4,16,877,3.2,9,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-06-20T16:00:00,25.3,25.3,3.4,24.12,0,0,,0,0,29.5,11.5,300,1019,13.4,16,696,2.5,7,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
